1378648484492	leave	session	bf5332b18fa52ebd0dcff0cef50fafbc
1378648484525	join	session	id	name	level	lock	28c8edde3d61a0411511d3b1866f0636	1	Ramazan Yılmaz ( Genel Müdür )	0	1
